wlbWellboreName,wlbWell,wlbPurpose,wlbEntryDate,wlbField,wlbDiscovery,wlbMainArea,wlbReclassFromWellbore,wlbReentry,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField
6608/10-16,6608/10-16,WILDCAT,08.04.2014,,,NORWEGIAN SEA,,NO,7404,,
6608/11-1,6608/11-1,WILDCAT,19.07.1986,,,NORWEGIAN SEA,,NO,936,,
6608/11-2,6608/11-2,WILDCAT,28.10.2000,,6608/11-2 (Falk),NORWEGIAN SEA,,NO,4189,1340747.0,
6608/11-3,6608/11-3,WILDCAT,26.11.2002,,,NORWEGIAN SEA,,NO,4630,,
6608/11-4,6608/11-4,WILDCAT,01.05.2004,,6608/11-4 LINERLE,NORWEGIAN SEA,,NO,4939,2820030.0,
6608/11-5,6608/11-5,WILDCAT,18.06.2006,,,NORWEGIAN SEA,,NO,5316,,
6608/11-6,6608/11-6,WILDCAT,17.07.2008,,,NORWEGIAN SEA,,NO,5868,,
6608/11-7 S,6608/11-7,WILDCAT,07.09.2011,,,NORWEGIAN SEA,,NO,6701,,
6609/5-1,6609/5-1,WILDCAT,03.11.1984,,,NORWEGIAN SEA,,NO,445,,
6609/6-1,6609/6-1,WILDCAT,17.09.2007,,,NORWEGIAN SEA,,NO,5626,,
6609/7-1,6609/7-1,WILDCAT,21.06.1983,,,NORWEGIAN SEA,,NO,19,,
6609/10-1,6609/10-1,WILDCAT,02.08.1983,,,NORWEGIAN SEA,,NO,24,,
6609/10-2,6609/10-2,WILDCAT,05.09.2009,,,NORWEGIAN SEA,,NO,6188,,
6609/11-1,6609/11-1,WILDCAT,19.05.1983,,,NORWEGIAN SEA,,NO,15,,
6610/2-1 S,6610/2-1,WILDCAT,27.08.1996,,,NORWEGIAN SEA,,NO,2874,,
6610/3-1,6610/3-1,WILDCAT,29.10.1992,,,NORWEGIAN SEA,,NO,1864,,
6610/3-1 R,6610/3-1,WILDCAT,16.09.1993,,,NORWEGIAN SEA,,YES,2193,,
6610/3-1 R2,6610/3-1,WILDCAT,01.10.1996,,,NORWEGIAN SEA,,YES,2932,,
6610/7-1,6610/7-1,WILDCAT,18.04.1983,,,NORWEGIAN SEA,,NO,12,,
6610/7-2,6610/7-2,WILDCAT,28.08.1983,,,NORWEGIAN SEA,,NO,26,,
6610/10-1,6610/10-1,WILDCAT,01.01.2013,,,NORWEGIAN SEA,,NO,7091,,
6704/12-1,6704/12-1,WILDCAT,04.06.1999,,,NORWEGIAN SEA,,NO,3759,,
6705/10-1,6705/10-1,WILDCAT,05.02.2009,,6705/10-1 (Asterix),NORWEGIAN SEA,,NO,6044,5466760.0,
6706/6-1,6706/6-1,WILDCAT,02.05.2003,,6706/6-1 (Hvitveis),NORWEGIAN SEA,,NO,4705,2450045.0,
6706/11-1,6706/11-1,WILDCAT,12.10.1997,,,NORWEGIAN SEA,,NO,3202,,
6706/11-2,6706/11-2,WILDCAT,25.05.2015,,6706/11-2 (Gymir),NORWEGIAN SEA,,NO,7709,26376004.0,
6706/12-1,6706/12-1,WILDCAT,12.07.2008,AASTA HANSTEEN,6706/12-1,NORWEGIAN SEA,,NO,5867,5010082.0,23395946.0
6706/12-2,6706/12-2,WILDCAT,20.02.2015,,6706/12-2 (Snefrid Nord),NORWEGIAN SEA,,NO,7651,26311166.0,
6706/12-3,6706/12-3,WILDCAT,23.03.2015,,6706/12-3 (Roald Rygg),NORWEGIAN SEA,,NO,7666,26336800.0,
6707/10-1,6707/10-1,WILDCAT,19.04.1997,AASTA HANSTEEN,6707/10-1 AASTA HANSTEEN,NORWEGIAN SEA,,NO,3075,44954.0,23395946.0
6707/10-2 A,6707/10-2,WILDCAT,14.10.2008,,6707/10-2 A,NORWEGIAN SEA,,NO,5931,5125172.0,
6707/10-2 S,6707/10-2,WILDCAT,31.08.2008,AASTA HANSTEEN,6707/10-2 S,NORWEGIAN SEA,,NO,5918,5081127.0,23395946.0
6707/10-3 S,6707/10-3,WILDCAT,06.10.2014,,6707/10-3 S (Ivory),NORWEGIAN SEA,,NO,7550,25594096.0,
6710/10-1,6710/10-1,WILDCAT,05.10.2000,,,NORWEGIAN SEA,,NO,3941,,
7016/2-1,7016/2-1,WILDCAT,14.07.2013,,,BARENTS SEA,,NO,7232,,
7019/1-1,7019/1-1,WILDCAT,06.10.2000,,7019/1-1,BARENTS SEA,,NO,4145,1340799.0,
7117/9-1,7117/9-1,WILDCAT,20.04.1982,,,BARENTS SEA,,NO,49,,
7117/9-2,7117/9-2,WILDCAT,07.05.1983,,,BARENTS SEA,,NO,13,,
7119/7-1,7119/7-1,WILDCAT,12.07.1983,,,BARENTS SEA,,NO,21,,
7119/9-1,7119/9-1,WILDCAT,28.06.1984,,,BARENTS SEA,,NO,132,,
7119/12-1,7119/12-1,WILDCAT,14.06.1980,,,BARENTS SEA,,NO,121,,
7119/12-2,7119/12-2,WILDCAT,16.04.1981,,,BARENTS SEA,,NO,114,,
7119/12-3,7119/12-3,WILDCAT,20.05.1983,,7119/12-3,BARENTS SEA,,NO,17,44996.0,
7119/12-4,7119/12-4,WILDCAT,12.01.2011,,,BARENTS SEA,,NO,6468,,
7120/1-1,7120/1-1,WILDCAT,16.08.1985,,,BARENTS SEA,,NO,484,,
7120/1-1 R,7120/1-1,WILDCAT,02.12.1985,,,BARENTS SEA,,YES,874,,
7120/1-1 R2,7120/1-1,WILDCAT,13.03.1986,,,BARENTS SEA,,YES,897,,
7120/1-2,7120/1-2,WILDCAT,01.01.1989,,7120/1-2,BARENTS SEA,,NO,1366,3000739.0,
7120/1-3,7120/1-3,WILDCAT,16.07.2013,,7120/1-3 (Gohta),BARENTS SEA,,NO,7210,23761885.0,
7120/2-1,7120/2-1,WILDCAT,05.05.1985,,,BARENTS SEA,,NO,473,,
7120/2-2,7120/2-2,WILDCAT,27.01.1991,,,BARENTS SEA,,NO,1690,,
7120/2-3 S,7120/2-3,WILDCAT,15.05.2011,,7120/2-3 S (Skalle),BARENTS SEA,,NO,6592,20485020.0,
7120/5-1,7120/5-1,WILDCAT,17.04.1985,,,BARENTS SEA,,NO,471,,
7120/6-3 S,7120/6-3,WILDCAT,10.10.2012,,,BARENTS SEA,,NO,6772,,
7120/7-1,7120/7-1,WILDCAT,31.07.1982,SNØHVIT,7120/7-1 ASKELADD VEST,BARENTS SEA,,NO,85,45014.0,2053062.0
7120/7-2,7120/7-2,WILDCAT,26.05.1983,SNØHVIT,7120/7-2 ASKELADD SENTRAL,BARENTS SEA,,NO,18,45020.0,2053062.0
7120/7-3,7120/7-3,WILDCAT,18.03.1984,,,BARENTS SEA,,NO,104,,
7120/8-1,7120/8-1,WILDCAT,28.06.1981,SNØHVIT,7120/8-1 ASKELADD,BARENTS SEA,,NO,120,45026.0,2053062.0
7120/8-4,7120/8-4,WILDCAT,14.11.2007,,,BARENTS SEA,,NO,5572,,
7120/9-1,7120/9-1,WILDCAT,25.07.1982,SNØHVIT,7120/9-1 ALBATROSS,BARENTS SEA,,NO,82,45032.0,2053062.0
7120/10-1,7120/10-1,WILDCAT,10.08.1984,,,BARENTS SEA,,NO,274,,
7120/10-2,7120/10-2,WILDCAT,20.07.1990,,,BARENTS SEA,,NO,1561,,
7120/12-1,7120/12-1,WILDCAT,01.06.1980,,,BARENTS SEA,,NO,123,,
7120/12-2,7120/12-2,WILDCAT,15.04.1981,,7120/12-2 (Alke Sør),BARENTS SEA,,NO,122,45002.0,
7120/12-3,7120/12-3,WILDCAT,16.03.1983,,7120/12-3 (Alke Nord),BARENTS SEA,,NO,8,45008.0,
7120/12-4,7120/12-4,WILDCAT,18.02.1984,,,BARENTS SEA,,NO,99,,
7120/12-5,7120/12-5,WILDCAT,17.10.2010,,,BARENTS SEA,,NO,6478,,
7121/1-1,7121/1-1,WILDCAT,10.10.1985,,,BARENTS SEA,,NO,521,,
7121/1-1 R,7121/1-1,WILDCAT,18.03.1986,,,BARENTS SEA,,YES,896,,
7121/4-1,7121/4-1,WILDCAT,06.08.1984,SNØHVIT,7121/4-1 SNØHVIT,BARENTS SEA,,NO,135,45038.0,2053062.0
7121/4-2,7121/4-2,WILDCAT,29.01.1985,SNØHVIT,7121/4-2 SNØHVIT NORD,BARENTS SEA,,NO,461,45044.0,2053062.0
7121/5-2,7121/5-2,WILDCAT,26.05.1986,,7121/5-2 (Snøhvit Beta),BARENTS SEA,,NO,907,45050.0,
7121/5-3,7121/5-3,WILDCAT,16.02.2001,,,BARENTS SEA,,NO,4244,,
7121/7-2,7121/7-2,WILDCAT,07.07.1986,SNØHVIT,7121/7-2 ALBATROSS SØR,BARENTS SEA,,NO,881,45062.0,2053062.0
7121/9-1,7121/9-1,WILDCAT,15.10.2011,,,BARENTS SEA,,NO,6728,,
7122/2-1,7122/2-1,WILDCAT,07.10.1992,,,BARENTS SEA,,NO,2018,,
7122/4-1,7122/4-1,WILDCAT,13.11.1991,,,BARENTS SEA,,NO,1869,,
7122/6-1,7122/6-1,WILDCAT,06.09.1987,,7122/6-1 (Tornerose),BARENTS SEA,,NO,1140,45068.0,
7122/7-1,7122/7-1,WILDCAT,16.09.2000,GOLIAT,7122/7-1 GOLIAT,BARENTS SEA,,NO,4173,1340775.0,5774394.0
7122/7-3,7122/7-3,WILDCAT,24.10.2005,GOLIAT,7122/7-3,BARENTS SEA,,NO,5214,4001397.0,5774394.0
7122/7-4 S,7122/7-4,WILDCAT,21.09.2006,GOLIAT,7122/7-4 S KLAPPMYS,BARENTS SEA,,NO,5406,4213452.0,5774394.0
7122/7-5,7122/7-5,WILDCAT,28.11.2006,,,BARENTS SEA,,NO,5439,,
7124/3-1,7124/3-1,WILDCAT,29.05.1987,,7124/3-1 (Bamse),BARENTS SEA,,NO,1066,45074.0,
7124/4-1 S,7124/4-1,WILDCAT,16.09.2011,,,BARENTS SEA,,NO,6678,,
7125/1-1,7125/1-1,WILDCAT,30.11.1988,,7125/1-1 (Binne),BARENTS SEA,,NO,1350,4055254.0,
7125/4-1,7125/4-1,WILDCAT,17.01.2007,,7125/4-1 (Nucula),BARENTS SEA,,NO,5450,4445929.0,
7125/4-3,7125/4-3,WILDCAT,02.09.2014,,,BARENTS SEA,,NO,7543,,
7128/4-1,7128/4-1,WILDCAT,17.12.1993,,7128/4-1 (Omd Vest),BARENTS SEA,,NO,2049,45080.0,
7128/6-1,7128/6-1,WILDCAT,11.08.1991,,,BARENTS SEA,,NO,1836,,
7130/4-1,7130/4-1,WILDCAT,22.11.2015,,7130/4-1,BARENTS SEA,,NO,7788,27395608.0,
7131/4-1,7131/4-1,WILDCAT,02.04.2005,,,BARENTS SEA,,NO,5093,,
7216/11-1 S,7216/11-1,WILDCAT,24.07.2000,,,BARENTS SEA,,NO,4129,,
7218/8-1,7218/8-1,WILDCAT,03.03.2014,,,BARENTS SEA,,NO,7413,,
7218/11-1,7218/11-1,WILDCAT,05.03.2013,,,BARENTS SEA,,NO,7114,,
7219/8-1 S,7219/8-1,WILDCAT,05.10.1992,,,BARENTS SEA,,NO,2031,,
7219/8-2,7219/8-2,WILDCAT,16.07.2013,,7219/8-2 (Iskrystall),BARENTS SEA,,NO,7225,23762803.0,
7219/9-1,7219/9-1,WILDCAT,17.11.1987,,,BARENTS SEA,,NO,1138,,
7220/2-1,7220/2-1,WILDCAT,26.09.2014,,7220/2-1 (Isfjell),BARENTS SEA,,NO,7558,25165539.0,
7220/4-1,7220/4-1,WILDCAT,22.12.2013,,7220/4-1 (Kramsnø),BARENTS SEA,,NO,7307,24567434.0,
7220/5-2,7220/5-2,WILDCAT,19.05.2013,,7220/5-2 (Nunatak),BARENTS SEA,,NO,7166,23411997.0,
7220/6-1,7220/6-1,WILDCAT,20.01.2005,,,BARENTS SEA,,NO,5039,,
7220/6-2,7220/6-2,WILDCAT,02.10.2015,,,BARENTS SEA,,NO,7748,,
7220/7-1,7220/7-1,WILDCAT,05.12.2011,,7220/7-1 JOHAN CASTBERG,BARENTS SEA,,NO,6756,21334480.0,
7220/7-2 S,7220/7-2,WILDCAT,02.10.2013,,7220/7-2 S (Skavl),BARENTS SEA,,NO,7252,23873319.0,
7220/7-3 S,7220/7-3,WILDCAT,28.02.2014,,,BARENTS SEA,,NO,7414,,
7220/8-1,7220/8-1,WILDCAT,27.02.2011,,7220/8-1 JOHAN CASTBERG,BARENTS SEA,,NO,6484,20441001.0,
7220/10-1,7220/10-1,WILDCAT,13.08.2012,,7220/10-1 (Salina),BARENTS SEA,,NO,7015,22468264.0,
7220/11-1,7220/11-1,WILDCAT,05.08.2014,,7220/11-1 (Alta),BARENTS SEA,,NO,7503,25288497.0,
7222/1-1,7222/1-1,WILDCAT,14.06.2016,,,BARENTS SEA,,NO,7987,,
7222/6-1 S,7222/6-1,WILDCAT,07.01.2008,,7222/6-1 S (Obesum),BARENTS SEA,,NO,5755,4972681.0,
7222/11-1,7222/11-1,WILDCAT,24.08.2008,,7222/11-1 (Caurus),BARENTS SEA,,NO,5916,5081995.0,
7222/11-2,7222/11-2,WILDCAT,14.01.2014,,7222/11-2 (Langlitinden),BARENTS SEA,,NO,7317,24612286.0,
7223/5-1,7223/5-1,WILDCAT,05.12.2008,,7223/5-1,BARENTS SEA,,NO,5960,18400160.0,
7224/2-1,7224/2-1,WILDCAT,11.01.2016,,,BARENTS SEA,,NO,7870,,
7224/6-1,7224/6-1,WILDCAT,22.07.2008,,7224/6-1 (Arenaria),BARENTS SEA,,NO,5835,5010074.0,
7224/7-1,7224/7-1,WILDCAT,13.04.1988,,,BARENTS SEA,,NO,1245,,
7225/3-1,7225/3-1,WILDCAT,30.04.2011,,7225/3-1 (Norvarg),BARENTS SEA,,NO,6587,20499790.0,
7226/2-1,7226/2-1,WILDCAT,18.05.2008,,7226/2-1 (Ververis),BARENTS SEA,,NO,5807,5010034.0,
7226/11-1,7226/11-1,WILDCAT,22.10.1987,,7226/11-1,BARENTS SEA,,NO,1177,45086.0,
7227/10-1,7227/10-1,WILDCAT,12.10.2014,,,BARENTS SEA,,NO,7589,,
7227/11-1 A,7227/11-1,WILDCAT,24.02.2006,,,BARENTS SEA,,NO,5287,,
7227/11-1 S,7227/11-1,WILDCAT,13.01.2006,,,BARENTS SEA,,NO,5006,,
7228/1-1,7228/1-1,WILDCAT,29.03.2012,,,BARENTS SEA,,NO,6820,,
7228/2-1 S,7228/2-1,WILDCAT,21.08.1989,,,BARENTS SEA,,NO,1460,,
7228/7-1 A,7228/7-1,WILDCAT,08.01.2001,,7228/7-1 (Pandora),BARENTS SEA,,NO,4257,1630384.0,
7228/7-1 S,7228/7-1,WILDCAT,05.12.2000,,,BARENTS SEA,,NO,3015,,
7228/9-1 S,7228/9-1,WILDCAT,22.12.1989,,,BARENTS SEA,,NO,1486,,
7229/11-1,7229/11-1,WILDCAT,09.08.1993,,,BARENTS SEA,,NO,1643,,
7316/5-1,7316/5-1,WILDCAT,21.07.1992,,7316/5-1,BARENTS SEA,,NO,1987,45092.0,
7319/12-1,7319/12-1,WILDCAT,19.08.2014,,7319/12-1 (Pingvin),BARENTS SEA,,NO,7555,25143600.0,
7321/7-1,7321/7-1,WILDCAT,26.06.1988,,,BARENTS SEA,,NO,1284,,
7321/8-1,7321/8-1,WILDCAT,23.06.1987,,,BARENTS SEA,,NO,1070,,
7321/9-1,7321/9-1,WILDCAT,25.10.1988,,,BARENTS SEA,,NO,1339,,
7324/2-1,7324/2-1,WILDCAT,01.06.2014,,,BARENTS SEA,,NO,7481,,
7324/7-1 S,7324/7-1,WILDCAT,20.09.2013,,,BARENTS SEA,,NO,7222,,
7324/7-2,7324/7-2,WILDCAT,13.04.2014,,7324/7-2 (Hanssen),BARENTS SEA,,NO,7450,24700556.0,
7324/8-1,7324/8-1,WILDCAT,10.08.2013,,7324/8-1 (Wisting),BARENTS SEA,,NO,7221,23761893.0,
7324/8-2,7324/8-2,WILDCAT,26.04.2015,,,BARENTS SEA,,NO,7681,,
7324/9-1,7324/9-1,WILDCAT,22.07.2014,,7324/9-1 (Mercury),BARENTS SEA,,NO,7527,24700566.0,
7324/10-1,7324/10-1,WILDCAT,03.06.1989,,,BARENTS SEA,,NO,1411,,
7325/1-1,7325/1-1,WILDCAT,23.06.2014,,7325/1-1 (Atlantis),BARENTS SEA,,NO,7501,24689817.0,
